uf,municipio,evento,feminino,masculino,total_vitima,total,ano,mes,dia_semana,latitude,longitude
PA,PARAUAPEBAS,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-6.0696846,-49.8903283
PA,REDENÇÃO,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-8.0299327,-50.0309543
PA,SANTA MARIA DAS BARREIRAS,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-8.8710157,-49.7171263
PA,TUCUMÃ,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-6.7517239,-51.1507941
PB,ARARA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-6.8271895,-35.7605703
PE,BEZERROS,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-8.2372132,-35.7558262
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-8.2373863,-41.6863246
PI,SÃO MIGUEL DO TAPUIO,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-5.5015262,-41.3214276
PI,UNIÃO,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-4.5892553,-42.8593348
PR,CORONEL VIVIDA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-25.9803771,-52.5654277
PR,NOVA PRATA DO IGUAÇU,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-25.6325323,-53.3463611
PR,PARANAGUÁ,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-25.5148822,-48.5226695
PR,TOLEDO,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-24.7222438,-53.7402476
RJ,DUQUE DE CAXIAS,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-22.6429163,-43.30212662909119
RJ,NITERÓI,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-22.8884,-43.1147
RJ,NOVA IGUAÇU,Feminicídio,3.0,0.0,4.0,,2020,6,Segunda,-22.7592175,-43.4508728
RJ,RIO DE JANEIRO,Feminicídio,1.0,0.0,2.0,,2020,6,Segunda,-22.9110137,-43.2093727
RJ,VOLTA REDONDA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-22.521856,-44.1040128
RO,ARIQUEMES,Feminicídio,1.0,,1.0,,2020,6,Segunda,-9.9076522,-63.033069
RS,GUAÍBA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-30.1130731,-51.329442
RS,PORTO ALEGRE,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-30.0324999,-51.2303767
RS,RIO GRANDE,Feminicídio,2.0,0.0,2.0,,2020,6,Segunda,-32.0334252,-52.0991297
RS,SANTANA DA BOA VISTA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-30.8736867,-53.1148304
RS,SANT'ANA DO LIVRAMENTO,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-30.8894097,-55.5317694
RS,SÃO LOURENÇO DO SUL,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-31.3669286,-51.9814839
RS,VACARIA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-28.5102901,-50.9356044
SC,BLUMENAU,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-26.9195567,-49.0658025
SC,BOM JARDIM DA SERRA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-28.3380324,-49.625588
SC,NAVEGANTES,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-26.8898813,-48.6495828
SE,ITABAIANA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-10.6856197,-37.4270517
SP,CAMPINAS,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-22.9056391,-47.059564
SP,DIADEMA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-23.6866428,-46.6246935
SP,GUARULHOS,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-23.4675941,-46.5277704
SP,IBIRAREMA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-22.8131812,-50.0720477
SP,ILHABELA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-23.816628,-45.368685
SP,JABOTICABAL,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-21.252037,-48.325223
SP,NOVO HORIZONTE,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-21.4674564,-49.2235377
SP,SÃO PAULO,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-23.5506507,-46.6333824
TO,TAGUATINGA,Feminicídio,1.0,0.0,1.0,,2020,6,Segunda,-12.402404,-46.4365769
AL,OURO BRANCO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-9.1622698,-37.3582893
AL,SENADOR RUI PALMEIRA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-9.469865,-37.457606
AM,MANAUS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-3.1316333,-59.9825041
AP,MACAPÁ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,0.0401529,-51.0569588
AP,SANTANA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-0.0307068,-51.1789666
BA,ADUSTINA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-10.5358875,-38.114479
BA,BAIANÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-12.3067564,-44.5383591
BA,CAMAÇARI,Feminicídio,2.0,0.0,2.0,,2020,7,Quarta,-12.6998188,-38.3260762
BA,JAGUARARI,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-10.2575875,-40.1944363
BA,SALVADOR,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-12.9822499,-38.4812772
BA,SÍTIO DO MATO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-13.0843136,-43.4686989
BA,TANQUE NOVO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-13.5474243,-42.4907587
BA,TEIXEIRA DE FREITAS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-17.5384774,-39.7451701
CE,CRATO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.2369112,-39.4149236
CE,JUAZEIRO DO NORTE,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.2153453,-39.3153336
DF,ÁGUAS CLARAS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-15.8419933,-48.0281208
DF,SANTA MARIA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-16.0171229,-48.0131328
DF,TAGUATINGA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-15.8335277,-48.0565716
ES,BOA ESPERANÇA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-18.5395472,-40.2904088
ES,PEDRO CANÁRIO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-18.2993128,-39.9549993
GO,APARECIDA DE GOIÂNIA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-16.8226769,-49.2452546
GO,CIDADE OCIDENTAL,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-16.1000758,-47.9445014
GO,IPORÁ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-16.4407981,-51.1181188
MA,AÇAILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-4.9515026,-47.500732
MA,MAGALHÃES DE ALMEIDA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-3.392319,-42.211743
MA,PAÇO DO LUMIAR,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-2.5329055,-44.1591965
MA,SÃO JOÃO BATISTA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-2.9582059,-44.7984816
MA,SÃO JOSÉ DE RIBAMAR,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-2.5609115,-44.0559509
MA,TIMON,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-5.1004341,-42.8312018
MG,BELO HORIZONTE,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-19.9227318,-43.9450948
MG,BELO ORIENTE,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-19.2232523,-42.4807033
MG,BOA ESPERANÇA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.0901253,-45.5660195
MG,CONTAGEM,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-19.9132749,-44.0840953
MG,DESCOBERTO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.459444,-42.967223
MG,GOVERNADOR VALADARES,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-18.8698882,-41.9459383
MG,ITACARAMBI,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-15.1,-44.092222
MG,MACHADO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.6762861,-45.9211696
MG,MONTE CARMELO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-18.7260939,-47.4958859
MG,PARAOPEBA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-19.2756823,-44.4034123
MG,PATROCÍNIO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-18.9408294,-46.9926624
MG,SANTA LUZIA,Feminicídio,2.0,0.0,2.0,,2020,7,Quarta,-19.7702097,-43.8505291
MG,SANTOS DUMONT,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.455867,-43.5522107
MG,TIMÓTEO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-19.5771395,-42.6436108
MG,UBERABA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-19.750833,-47.936666
MS,DOURADOS,Feminicídio,2.0,0.0,2.0,,2020,7,Quarta,-22.2206145,-54.812208
MT,ARIPUANÃ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-10.175806,-59.4439663
MT,SÃO FÉLIX DO ARAGUAIA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-11.6170646,-50.6667246
PA,ABAETETUBA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-1.7217787,-48.8788106
PA,BARCARENA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-1.5107945,-48.6190679
PA,BELÉM,Feminicídio,2.0,0.0,2.0,,2020,7,Quarta,-1.45056,-48.4682453
PA,PARAGOMINAS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-2.99564,-47.3548942
PA,REDENÇÃO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-8.0299327,-50.0309543
PA,SÃO FÉLIX DO XINGU,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-6.6386974,-51.9787582
PA,SÃO SEBASTIÃO DA BOA VISTA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-1.7182884,-49.5319955
PA,TAILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-2.936096,-48.9523366
PB,CRUZ DO ESPÍRITO SANTO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.139022,-35.085721
PB,MONTEIRO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.8920179,-37.1232051
PE,BOM JARDIM,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.7962749,-35.5871139
PE,CAMARAGIBE,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-8.0213832,-34.9810768
PE,IPUBI,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.6535334,-40.1494078
PE,JABOATÃO DOS GUARARAPES,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-8.1752476,-34.9468716
PE,PAULISTA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.9340069,-34.868407
PE,SALOÁ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-8.974964,-36.6892298
PI,ITAUEIRA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.5991089,-43.0278778
PI,PIRACURUCA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-3.9304804,-41.7150099
PI,SANTA CRUZ DO PIAUÍ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-7.227228549999999,-41.75609720839306
PI,TERESINA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-5.0874608,-42.8049571
PR,COLOMBO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-25.2925439,-49.2243472
PR,CONTENDA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-25.678811,-49.535044
PR,LONDRINA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-23.3112878,-51.1595023
RJ,ARARUAMA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.8733203,-42.3428897
RJ,BELFORD ROXO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.7667284,-43.4033603
RJ,DUQUE DE CAXIAS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.6429163,-43.30212662909119
RJ,ITALVA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.4221815,-41.6912044
RJ,MAGÉ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.6604221,-43.0426162
RJ,RIO DE JANEIRO,Feminicídio,2.0,0.0,2.0,,2020,7,Quarta,-22.9110137,-43.2093727
RJ,SÃO GONÇALO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.821635,-42.99567968770695
RN,BARCELONA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-5.9514918,-35.9260284
RR,BOA VISTA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,2.8208478,-60.6719582
RS,CHARQUEADAS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-29.9549088,-51.6249534
RS,FLORES DA CUNHA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-29.030129,-51.1833349
SC,AGRONÔMICA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-27.2660744,-49.7104753
SC,CAMBORIÚ,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-27.0273601,-48.6535657
SC,DIONÍSIO CERQUEIRA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-26.2604681,-53.6346379
SC,FAXINAL DOS GUEDES,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-26.8494222,-52.2586485
SC,FORQUILHINHA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-28.7487602,-49.4737661
SC,PALHOÇA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-27.6447774,-48.6646323
SC,XAXIM,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-26.9605363,-52.5335505
SP,ARAÇATUBA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.207992,-50.4390225
SP,ARTUR NOGUEIRA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.572737,-47.172679
SP,BARRETOS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-20.5531437,-48.5697509
SP,CAMPINAS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.9056391,-47.059564
SP,DOBRADA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.5180904,-48.3938897
SP,FERNANDÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-20.2825647,-50.2500762
SP,JÚLIO MESQUITA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.0099839,-49.7889446
SP,LIMEIRA,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-22.5615068,-47.401766
SP,OSASCO,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-23.5324859,-46.7916801
SP,SÃO CARLOS,Feminicídio,1.0,0.0,1.0,,2020,7,Quarta,-21.87880225,-47.85676193964187
SP,SÃO PAULO,Feminicídio,3.0,0.0,3.0,,2020,7,Quarta,-23.5506507,-46.6333824
AL,COLÔNIA LEOPOLDINA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-8.9144649,-35.7220255
AL,MACEIÓ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-9.6476843,-35.7339264
AL,MARAVILHA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-9.230449,-37.352419
AL,MESSIAS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-9.393843,-35.839182
AL,PILAR,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-9.6016711,-35.9511275
AM,CAREIRO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-3.8185277,-60.3616505
AM,MANAUS,Feminicídio,3.0,0.0,3.0,,2020,8,Sábado,-3.1316333,-59.9825041
AM,NOVA OLINDA DO NORTE,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-3.8926889,-59.0953046
CE,BARBALHA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-7.3121067,-39.3036427
CE,TAUÁ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-6.0031372,-40.2947268
DF,CEILÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-15.8173391,-48.1045766
ES,IBATIBA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.2342792,-41.5082981
GO,AMARALINA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-13.9236199,-49.2962411
GO,GOIÂNIA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-16.680882,-49.2532691
GO,PALMINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-16.7884665,-50.1654607
GO,PIRACANJUBA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-17.3020379,-49.0170101
GO,PONTALINA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-17.5144331,-49.4449688
MA,AMAPÁ DO MARANHÃO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-1.6762114,-46.0109669
MA,CODÓ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-4.455623,-43.892354
MA,COELHO NETO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-4.2535154,-43.0149321
MA,IMPERATRIZ,Feminicídio,3.0,0.0,3.0,,2020,8,Sábado,-5.5269279,-47.478115
MA,MATA ROMA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-3.6210147,-43.1156951
MA,RIACHÃO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-7.3642557,-46.6226095
MA,SANTA LUZIA DO PARUÁ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-2.5440662,-45.775757
MG,CARMO DO CAJURU,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.184444,-44.770834
MG,CONTAGEM,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-19.9132749,-44.0840953
MG,DIVINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.1597921,-44.8739341
MG,DOM JOAQUIM,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-18.967137,-43.2552141
MG,FRUTAL,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.0220064,-48.9280076
MG,ILICÍNEA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.9390196,-45.8263558
MG,ITAJUBÁ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-22.4238234,-45.4524156
MG,LASSANCE,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-17.886944,-44.576667
MG,MEDINA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-16.2270466,-41.4763373
MG,MONTES CLAROS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-16.7495727,-43.8687268
MG,NOVA SERRANA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-19.875834,-44.984166
MG,RESPLENDOR,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-19.3254413,-41.2554622
MG,SANTANA DO PARAÍSO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-19.3652914,-42.5494833
MG,SENHORA DOS REMÉDIOS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-21.028056,-43.582778
MG,VÁRZEA DA PALMA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-17.5983328,-44.7317086
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.4640173,-54.6162947
MS,COXIM,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-18.504915,-54.7450251
MS,TRÊS LAGOAS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-20.7866799,-51.7061247
MT,GUARANTÃ DO NORTE,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-9.9517992,-54.9098178
MT,JACIARA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-15.9520115,-54.9762106
MT,RIBEIRÃO CASCALHEIRA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-12.9367641,-51.8246356
MT,RONDONÓPOLIS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-16.4603533,-54.6397099
MT,SORRISO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-12.5444887,-55.7233972
MT,VÁRZEA GRANDE,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-15.645816,-56.132218
PA,AFUÁ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-0.1573523,-50.3908023
PA,BELÉM,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-1.45056,-48.4682453
PA,CASTANHAL,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-1.2927031,-47.9223903
PA,GOIANÉSIA DO PARÁ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-3.8380998,-49.0977992
PA,ITAITUBA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-4.2625218,-55.9878139
PA,PARAGOMINAS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-2.99564,-47.3548942
PA,REDENÇÃO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-8.0299327,-50.0309543
PA,SÃO FÉLIX DO XINGU,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-6.6386974,-51.9787582
PA,SÃO FRANCISCO DO PARÁ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-1.1693995,-47.7972589
PB,JOÃO PESSOA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-7.1215981,-34.882028
PB,ZABELÊ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-8.075514,-37.0985126
PE,ARARIPINA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-7.5768582,-40.5038509
PE,OLINDA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-7.9986401,-34.8459552
PE,RECIFE,Feminicídio,3.0,0.0,3.0,,2020,8,Sábado,-8.0584933,-34.8848193
PI,PALMEIRAIS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-5.9761427,-43.0637158
PI,PARNAÍBA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-2.9147515,-41.7661953
PI,PAULISTANA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-8.1389174,-41.1380533
PI,URUÇUÍ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-7.797000000000001,-44.57487085020243
PR,ASTORGA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-23.2350184,-51.6647074
PR,CANTAGALO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-25.3735238,-52.1238114
PR,CASCAVEL,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-24.9554996,-53.4560544
PR,FOZ DO IGUAÇU,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-25.5304023,-54.5830692
PR,NOVA PRATA DO IGUAÇU,Feminicídio,2.0,0.0,2.0,,2020,8,Sábado,-25.6325323,-53.3463611
RJ,ARRAIAL DO CABO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-22.9662839,-42.024427
RJ,CAMPOS DOS GOYTACAZES,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-21.7546,-41.3242
RJ,ITAOCARA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-21.6765,-42.0815
RJ,SÃO JOÃO DE MERITI,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-22.7853575,-43.36671499895641
RR,BOA VISTA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,2.8208478,-60.6719582
RS,DONA FRANCISCA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-29.623063,-53.3560585
RS,ENCRUZILHADA DO SUL,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-30.5433066,-52.5223514
RS,NOVO MACHADO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-27.5780463,-54.5010396
RS,SANTA ROSA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-27.8643546,-54.4779287
SC,LAGUNA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-28.4837443,-48.7816572
SC,XANXERÊ,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-26.8748603,-52.4035964
SE,NOSSA SENHORA DO SOCORRO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-10.8553115,-37.1264863
SP,ATIBAIA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-23.1177393,-46.5547861
SP,CAMPINAS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-22.9056391,-47.059564
SP,CATANDUVA,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-21.1331035,-48.9712817
SP,FERRAZ DE VASCONCELOS,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-23.541056,-46.37097
SP,JARINU,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-23.0949649,-46.7148565
SP,SÃO BERNARDO DO CAMPO,Feminicídio,1.0,0.0,1.0,,2020,8,Sábado,-23.7080345,-46.5506747
SP,SÃO PAULO,Feminicídio,2.0,0.0,2.0,,2020,8,Sábado,-23.5506507,-46.6333824
AC,ACRELÂNDIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-10.0759167,-67.0526898
AC,RIO BRANCO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-9.9765362,-67.8220778
AL,ATALAIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-9.5029595,-36.0219316
AL,MACEIÓ,Feminicídio,3.0,0.0,3.0,,2020,9,Terça,-9.6476843,-35.7339264
AM,MANAUS,Feminicídio,2.0,0.0,2.0,,2020,9,Terça,-3.1316333,-59.9825041
BA,BARRA DA ESTIVA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-13.6269662,-41.3278287
BA,CÍCERO DANTAS,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-10.5932265,-38.3834411
BA,CURAÇÁ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-8.9925655,-39.9053169
BA,GUANAMBI,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-14.223066,-42.779943
BA,JEQUIÉ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-13.8604033,-40.0719627
BA,PAULO AFONSO,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-9.3991006,-38.226711
BA,SANTA MARIA DA VITÓRIA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-13.3901477,-44.2013167
BA,SANTANA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-12.979217,-44.05064
BA,SERRINHA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-11.66199,-39.0034021
CE,AMONTADA,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-3.3634586,-39.8284791
CE,ERERÉ,Feminicídio,1.0,0.0,1.0,,2020,9,Terça,-6.0311304,-38.3482173
