uf,municipio,evento,feminino,masculino,total_vitima,total,ano,mes,dia_semana,latitude,longitude
SE,POÇO REDONDO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-9.8055833,-37.6850557
SE,POÇO VERDE,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-10.7119994,-38.1749204
SE,SÃO DOMINGOS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-10.7903753,-37.5667586
SP,BIRIGUI,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-21.2908491,-50.34144
SP,CAMPINAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.9056391,-47.059564
SP,EMBU DAS ARTES,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.6495294,-46.8528497
SP,GUARULHOS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.4675941,-46.5277704
SP,LORENA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.7367652,-45.1070876
SP,PEDERNEIRAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.351086,-48.778113
SP,PINDAMONHANGABA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-22.9364,-45.4622602
SP,SANTA CRUZ DAS PALMEIRAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-21.823475,-47.248023
SP,SANTOS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.9335988,-46.3286399
SP,SÃO JOSÉ DO RIO PRETO,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-20.8125851,-49.3804212
SP,SÃO PAULO,Feminicídio,3.0,0.0,3.0,,2023,11,Quarta,-23.5506507,-46.6333824
SP,TABOÃO DA SERRA,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-23.6121912,-46.7790539
TO,CAMPOS LINDOS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-7.9740597,-46.8023881
TO,PALMAS,Feminicídio,1.0,0.0,1.0,,2023,11,Quarta,-10.1837852,-48.3336423
AL,INHAPI,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-9.222095,-37.7480654
AM,MANAUS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-3.1316333,-59.9825041
AM,SILVES,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-2.8427847,-58.212239
AP,OIAPOQUE,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,3.8432128,-51.8350798
BA,ILHÉUS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-14.792599,-39.0453843
BA,ITAPETINGA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-15.2454478,-40.2460053
BA,JACOBINA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-11.1851561,-40.5112434
BA,JEQUIÉ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-13.8604033,-40.0719627
BA,JUSSARA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-11.0473921,-41.97167
BA,MACAJUBA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-12.1378565,-40.3591349
BA,NOVA VIÇOSA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-17.8907712,-39.3725471
BA,PILÃO ARCADO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-10.0004334,-42.4793189
BA,PIRITIBA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-11.7320314,-40.5561536
BA,SALVADOR,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-12.9822499,-38.4812772
BA,SIMÕES FILHO,Feminicídio,2.0,0.0,2.0,,2023,12,Sexta,-12.7867839,-38.4030365
BA,TERRA NOVA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-12.4069929,-38.6191596
CE,MARACANAÚ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-3.8779438,-38.6247697
DF,CEILÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-15.8173391,-48.1045766
DF,PLANALTINA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-15.6181947,-47.6555703
ES,ATÍLIO VIVÁCQUA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-20.9155112,-41.1945086
ES,SÃO MATEUS,Feminicídio,2.0,0.0,2.0,,2023,12,Sexta,-18.7146049,-39.8539499
ES,SERRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-20.1252961,-40.3064477
GO,APARECIDA DE GOIÂNIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-16.8226769,-49.2452546
MA,PRESIDENTE SARNEY,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-2.5907563,-45.3623652
MA,SÃO LUÍS,Feminicídio,2.0,0.0,2.0,,2023,12,Sexta,-2.5295265,-44.2963942
MA,ZÉ DOCA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-3.270145,-45.655344
MG,BELO HORIZONTE,Feminicídio,2.0,0.0,2.0,,2023,12,Sexta,-19.9227318,-43.9450948
MG,CAETÉ,Feminicídio,2.0,0.0,2.0,,2023,12,Sexta,-19.897777,-43.670278
MG,CONSELHEIRO PENA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-19.1720883,-41.471995
MG,JACINTO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-16.143722,-40.2914847
MG,MIRAÍ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-21.1957417,-42.6125153
MG,PEDRA AZUL,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-16.0058567,-41.2793731
MG,POUSO ALEGRE,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.2343858,-45.9327241
MG,RIO ESPERA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-20.8571756,-43.4729342
MG,SABINÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-18.6656839,-43.0830439
MG,SÃO FRANCISCO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-15.948889,-44.864444
MG,UBAÍ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-16.2925001,-44.7823835
MS,CAMPO GRANDE,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-20.4640173,-54.6162947
MS,CORUMBÁ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-19.0016365,-57.6534316
MS,DOURADOS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.2206145,-54.812208
MS,NOVA ALVORADA DO SUL,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-21.4587274,-54.3760634
MT,ARIPUANÃ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-10.175806,-59.4439663
MT,ITIQUIRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-17.2033274,-54.1446924
MT,NOVO MUNDO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-9.9752901,-55.1779717
MT,SINOP,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-11.857701,-55.4967824
PA,ANANINDEUA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-1.374035,-48.4016623
PA,JACUNDÁ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-4.446173,-49.115272
PA,MARITUBA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-1.3595306,-48.3361504
PA,TAILÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-2.936096,-48.9523366
PB,CAAPORÃ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.510234,-34.9154114
PB,JURIPIRANGA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.3743307,-35.2396
PB,TAVARES,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.6364944,-37.8788279
PE,CABO DE SANTO AGOSTINHO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-8.2838945,-35.0320984
PE,CAPOEIRAS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-8.7386788,-36.6268109
PE,FEIRA NOVA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.9481471,-35.3871681
PE,GARANHUNS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-8.8905889,-36.4930896
PE,GOIANA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.560603,-34.99591
PE,PESQUEIRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-8.3574471,-36.6968238
PE,PETROLINA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-9.3817334,-40.4968875
PE,QUIPAPÁ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-8.8269434,-36.011622
PE,SERRA TALHADA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.9867805,-38.2920294
PE,TABIRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-7.583661,-37.537735
PR,CASCAVEL,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-24.9554996,-53.4560544
PR,ENTRE RIOS DO OESTE,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-24.7002098,-54.2448233
PR,FLORAÍ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.3206134,-52.3009856
PR,FOZ DO IGUAÇU,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-25.5304023,-54.5830692
PR,MARINGÁ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.425269,-51.9382078
PR,MEDIANEIRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-25.2954233,-54.0940666
PR,PALMAS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-26.483868,-51.988812
PR,RIO NEGRO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-26.1047668,-49.7982766
RJ,ARMAÇÃO DOS BÚZIOS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.7597805,-41.8875267
RJ,BELFORD ROXO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.7667284,-43.4033603
RJ,NOVA IGUAÇU,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.7592175,-43.4508728
RJ,RIO DE JANEIRO,Feminicídio,4.0,0.0,4.0,,2023,12,Sexta,-22.9110137,-43.2093727
RJ,VOLTA REDONDA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.521856,-44.1040128
RN,ANTÔNIO MARTINS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-6.2155812,-37.8890129
RN,CARAÚBAS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-5.7889323,-37.5548751
RN,CEARÁ-MIRIM,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-5.633588,-35.4248407
RN,FLORÂNIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-6.1268685,-36.8183238
RO,COSTA MARQUES,Feminicídio,2.0,0.0,2.0,,2023,12,Sexta,-12.4367165,-64.2279765
RO,PORTO VELHO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-8.7494525,-63.8735438
RO,VILHENA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-12.7368536,-60.1465555
RR,BOA VISTA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,2.8208478,-60.6719582
RS,BENTO GONÇALVES,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-29.1654014,-51.5197627
RS,CAPÃO DA CANOA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-29.7508278,-50.0210729
RS,CAXIAS DO SUL,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-29.1685045,-51.1796385
RS,CERRITO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-31.8546304,-52.8151659
RS,GARIBALDI,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-29.2562253,-51.5269167
RS,GRAVATAÍ,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-29.9440222,-50.9930938
RS,JAQUIRANA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-28.8836757,-50.3580098
RS,NOVA PRATA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-28.7849383,-51.6091999
SC,DONA EMMA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-26.9849398,-49.7265136
SC,FLORIANÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-27.5973002,-48.5496098
SC,IÇARA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-28.7116553,-49.2971441
SC,JOINVILLE,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-26.3044898,-48.8486726
SE,NOSSA SENHORA DA GLÓRIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-10.2188811,-37.4199759
SP,BOITUVA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.2838893,-47.6738231
SP,CAÇAPAVA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.099204,-45.707645
SP,CAMPINAS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.9056391,-47.059564
SP,CARAGUATATUBA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.62028,-45.41306
SP,COSMÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.6437398,-47.1972086
SP,COTIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.603889,-46.918889
SP,FERNANDO PRESTES,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-21.266061,-48.687384
SP,HORTOLÂNDIA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.8620175,-47.2164219
SP,ITAPEVI,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.54888,-46.933889
SP,ITAPIRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.436111,-46.821667
SP,ITAQUAQUECETUBA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.4754492,-46.3514033
SP,JAGUARIÚNA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.70374,-46.985062
SP,JANDIRA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.5282246,-46.902003
SP,LORENA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.7367652,-45.1070876
SP,MOGI DAS CRUZES,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.5234284,-46.1926671
SP,MOGI MIRIM,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.433123,-46.958246
SP,RIBEIRÃO PIRES,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.7129388,-46.4150871
SP,SANTO ANASTÁCIO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-21.974662,-51.652662
SP,SÃO BERNARDO DO CAMPO,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.7080345,-46.5506747
SP,SÃO JOSÉ DOS CAMPOS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.1867782,-45.8854538
SP,SÃO PAULO,Feminicídio,4.0,0.0,4.0,,2023,12,Sexta,-23.5506507,-46.6333824
SP,SOROCABA,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-23.5003451,-47.4582864
SP,TARABAI,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-22.3038726,-51.5628675
TO,SILVANÓPOLIS,Feminicídio,1.0,0.0,1.0,,2023,12,Sexta,-11.1513516,-48.1711295
AC,SENADOR GUIOMARD,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-10.150919,-67.73595
AL,BATALHA,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-9.6733809,-37.1265481
AL,IBATEGUARA,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-8.9737196,-35.9279963
AL,MACEIÓ,Homicídio doloso,1.0,30.0,31.0,,2023,1,Domingo,-9.6476843,-35.7339264
AL,PORTO DE PEDRAS,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-9.1610263,-35.2969865
AL,SÃO MIGUEL DOS CAMPOS,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-9.7831115,-36.0967804
AM,MANAUS,Homicídio doloso,6.0,69.0,75.0,,2023,1,Domingo,-3.1316333,-59.9825041
AM,PARINTINS,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-2.6344567,-56.7319324
BA,ALCOBAÇA,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-17.5215875,-39.1965474
BA,CAMAÇARI,Homicídio doloso,1.0,11.0,12.0,,2023,1,Domingo,-12.6998188,-38.3260762
BA,CATU,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-12.351274,-38.379108
BA,DIAS D'ÁVILA,Homicídio doloso,2.0,6.0,8.0,,2023,1,Domingo,-12.6107233,-38.3028518
BA,FEIRA DE SANTANA,Homicídio doloso,2.0,35.0,37.0,,2023,1,Domingo,-12.2578934,-38.9598047
BA,FIRMINO ALVES,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-14.9871017,-39.9242157
BA,IBICARAÍ,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-14.8625311,-39.5890865
BA,ILHÉUS,Homicídio doloso,1.0,10.0,11.0,,2023,1,Domingo,-14.792599,-39.0453843
BA,ITAPETINGA,Homicídio doloso,2.0,3.0,5.0,,2023,1,Domingo,-15.2454478,-40.2460053
BA,JAGUARARI,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-10.2575875,-40.1944363
BA,JEQUIÉ,Homicídio doloso,1.0,10.0,11.0,,2023,1,Domingo,-13.8604033,-40.0719627
BA,JUAZEIRO,Homicídio doloso,2.0,19.0,21.0,,2023,1,Domingo,-9.4336959,-40.5068201
BA,MIGUEL CALMON,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-11.4309436,-40.5976501
BA,MUCURI,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-18.0864709,-39.5512819
BA,PINDOBAÇU,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-10.7439121,-40.3619457
BA,SALVADOR,Homicídio doloso,7.0,73.0,80.0,,2023,1,Domingo,-12.9822499,-38.4812772
BA,SANTO ANTÔNIO DE JESUS,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-12.9689361,-39.260914
BA,SÃO SEBASTIÃO DO PASSÉ,Homicídio doloso,1.0,5.0,6.0,,2023,1,Domingo,-12.5177926,-38.4921566
BA,SENHOR DO BONFIM,Homicídio doloso,1.0,5.0,6.0,,2023,1,Domingo,-10.4602509,-40.189151
BA,XIQUE-XIQUE,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-10.8217193,-42.7265689
CE,ALTO SANTO,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-5.5190371,-38.2719351
CE,CASCAVEL,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-4.129666,-38.241178
CE,CAUCAIA,Homicídio doloso,1.0,13.0,14.0,,2023,1,Domingo,-3.7300563,-38.6593082
CE,CRATEÚS,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-5.1782451,-40.6696545
CE,CRATO,Homicídio doloso,2.0,7.0,9.0,,2023,1,Domingo,-7.2369112,-39.4149236
CE,FORTALEZA,Homicídio doloso,2.0,49.0,51.0,,2023,1,Domingo,-3.7304512,-38.5217989
CE,LIMOEIRO DO NORTE,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-5.1455607,-38.0984936
CE,NOVO ORIENTE,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-5.5350339,-40.7748902
CE,PACATUBA,Homicídio doloso,1.0,4.0,5.0,,2023,1,Domingo,-3.9841,-38.6180383
CE,PARACURU,Homicídio doloso,2.0,0.0,2.0,,2023,1,Domingo,-3.41436,-39.030028
CE,SANTANA DO CARIRI,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-7.1861693,-39.7374262
CE,SÃO GONÇALO DO AMARANTE,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-3.6099755,-38.9687182
CE,SÃO JOÃO DO JAGUARIBE,Homicídio doloso,1.0,4.0,5.0,,2023,1,Domingo,-5.2719441,-38.271993
CE,SOBRAL,Homicídio doloso,2.0,6.0,8.0,,2023,1,Domingo,-3.6879135,-40.3456372
CE,TRAIRI,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-3.2777494,-39.2680677
DF,ITAPOÃ,Homicídio doloso,2.0,4.0,6.0,,2023,1,Domingo,-15.7484526,-47.7696938
ES,LINHARES,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-19.3800908,-40.060306
ES,MANTENÓPOLIS,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-18.8626177,-41.1224012
ES,VILA VELHA,Homicídio doloso,2.0,11.0,13.0,,2023,1,Domingo,-20.3297037,-40.2920174
GO,ÁGUAS LINDAS DE GOIÁS,Homicídio doloso,1.0,0.0,2.0,,2023,1,Domingo,-15.7392283,-48.2793357
GO,APORÉ,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-18.9642193,-51.92804
GO,CORUMBAÍBA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-18.1348982,-48.564223
GO,SENADOR CANEDO,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-16.7013233,-49.0914921
MA,AÇAILÂNDIA,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-4.9515026,-47.500732
MA,CAMPESTRE DO MARANHÃO,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-6.1729113,-47.3640512
MA,CODÓ,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-4.455623,-43.892354
MA,GOVERNADOR NUNES FREIRE,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-2.1303959,-45.8900498
MA,PEDRO DO ROSÁRIO,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-2.972719,-45.349316
MA,SÃO BERNARDO,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-3.3650267,-42.4224814
MA,ZÉ DOCA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-3.270145,-45.655344
MG,BELO HORIZONTE,Homicídio doloso,1.0,22.0,23.0,,2023,1,Domingo,-19.9227318,-43.9450948
MG,BELO ORIENTE,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-19.2232523,-42.4807033
MG,CAPELINHA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-17.693889,-42.518611
MG,ESMERALDAS,Homicídio doloso,2.0,1.0,3.0,,2023,1,Domingo,-19.7613111,-44.3145945
MG,IPATINGA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-19.4777807,-42.5270802
MG,ITINGA,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-16.6066757,-41.7702077
MG,JAÍBA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-15.3373744,-43.6734439
MG,NOVA ERA,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-19.766111,-43.036944
MG,NOVA LIMA,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-19.9854089,-43.8470691
MG,PERDÕES,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-21.0919737,-45.0903543
MG,RIBEIRÃO DAS NEVES,Homicídio doloso,1.0,7.0,8.0,,2023,1,Domingo,-19.7672898,-44.0875436
MG,SÃO FRANCISCO,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-15.948889,-44.864444
MG,UBAPORANGA,Homicídio doloso,2.0,0.0,2.0,,2023,1,Domingo,-19.6344637,-42.1073048
MG,UNAÍ,Homicídio doloso,4.0,0.0,4.0,,2023,1,Domingo,-16.3628767,-46.892413
MS,BELA VISTA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-22.107327,-56.5317344
MS,CAMPO GRANDE,Homicídio doloso,3.0,13.0,18.0,,2023,1,Domingo,-20.4640173,-54.6162947
MS,CASSILÂNDIA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-19.1128242,-51.7345354
MS,DOURADOS,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-22.2206145,-54.812208
MS,SIDROLÂNDIA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-20.9361042,-54.9640262
MT,CAMPO VERDE,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-15.5430787,-55.1590511
MT,CANARANA,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-13.5564602,-52.2691167
MT,SINOP,Homicídio doloso,1.0,5.0,6.0,,2023,1,Domingo,-11.857701,-55.4967824
PA,ALTAMIRA,Homicídio doloso,1.0,7.0,8.0,,2023,1,Domingo,-3.204065,-52.209961
PA,BARCARENA,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-1.5107945,-48.6190679
PA,BELÉM,Homicídio doloso,1.0,12.0,13.0,,2023,1,Domingo,-1.45056,-48.4682453
PA,BREU BRANCO,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-3.7785073,-49.5684795
PA,IPIXUNA DO PARÁ,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-2.5592139,-47.4965462
PA,ÓBIDOS,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-1.901072,-55.520812
PA,SANTA BÁRBARA DO PARÁ,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-1.1921927,-48.238271456572775
PA,SÃO DOMINGOS DO ARAGUAIA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-5.5412778,-48.7300015
PA,TUCURUÍ,Homicídio doloso,1.0,2.0,4.0,,2023,1,Domingo,-3.766334,-49.6663654
PB,CONDE,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-7.2600359,-34.9053524
PB,DUAS ESTRADAS,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-6.6883382,-35.4175255
PB,JOÃO PESSOA,Homicídio doloso,2.0,25.0,27.0,,2023,1,Domingo,-7.1215981,-34.882028
PB,SANTA RITA,Homicídio doloso,1.0,7.0,8.0,,2023,1,Domingo,-7.128465,-34.9846186
PE,AFRÂNIO,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-8.5198919,-41.0070197
PE,CARUARU,Homicídio doloso,1.0,9.0,10.0,,2023,1,Domingo,-8.2829702,-35.9722852
PE,FEIRA NOVA,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-7.9481471,-35.3871681
PE,GAMELEIRA,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-8.579803,-35.384573
PE,GOIANA,Homicídio doloso,1.0,5.0,6.0,,2023,1,Domingo,-7.560603,-34.99591
PE,IGARASSU,Homicídio doloso,1.0,2.0,3.0,,2023,1,Domingo,-7.8354423,-34.9061125
PE,PALMARES,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-8.684226,-35.589032
PE,PETROLINA,Homicídio doloso,1.0,7.0,8.0,,2023,1,Domingo,-9.3817334,-40.4968875
PE,QUIPAPÁ,Homicídio doloso,1.0,0.0,1.0,,2023,1,Domingo,-8.8269434,-36.011622
PE,RECIFE,Homicídio doloso,2.0,37.0,39.0,,2023,1,Domingo,-8.0584933,-34.8848193
PE,RIBEIRÃO,Homicídio doloso,1.0,3.0,4.0,,2023,1,Domingo,-8.5066761,-35.3747339
PE,SÃO BENTO DO UNA,Homicídio doloso,1.0,1.0,2.0,,2023,1,Domingo,-8.5196562,-36.4454372
